l = 20,N = 30,G = 50,Pm = 0,Pc = 0.6

Average Fitness,Best Fitness,Correct Bits
Run 1
0.1642100260649141,0.9295091496801684,11
0.5380964243735562,0.9295091496801684,11
0.7528681107258256,0.9295091496801684,11
0.7789088316440165,0.9295091496801684,12
0.7648437896868069,0.9295091496801684,12
0.7807018718792164,0.9295091496801684,12
0.7872420442137918,0.9295091496801684,9
0.8714559416161307,0.9295091496801684,12
0.9023637630538079,0.9295091496801684,12
0.902363763053808,0.9295091496801684,12
0.8995860255305496,0.9295091496801684,12
0.9098886326764419,0.9295091496801684,12
0.9164288050110174,0.9295091496801684,12
0.9164288050110174,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12
0.9295091496801683,0.9295091496801684,12

Run 2
0.0992864150622861,0.7479845362289183,9
0.4018051957752083,0.7479845362289183,11
0.5202208103085957,0.7479845362289183,9
0.6049601056811095,0.7479845362289183,11
0.680356545025002,0.7479845362289183,11
0.7109953311690667,0.7479845362289183,11
0.7017480299041039,0.7479845362289183,11
0.7387372349639556,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11
0.7479845362289185,0.7479845362289183,11

Run 3
0.15002658903911442,0.8339695064116148,11
0.6760013204339149,0.8339695064116148,13
0.7043251019848257,0.8339695064116148,11
0.7026399477833853,0.8339695064116148,13
0.7285853298025968,0.8339695064116148,12
0.7566079439989185,0.8339695064116148,13
0.7735596867922266,0.8339695064116148,13
0.791205759065681,0.8339695064116148,13
0.805760052883164,0.8339695064116148,13
0.807558321096193,0.8339695064116148,13
0.8203143467006468,0.8339695064116148,13
0.8212134808071614,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13
0.8339695064116153,0.8339695064116148,13

Run 4
0.05659118893367032,0.4805850746950793,9
0.29141436942222537,0.4805850746950793,10
0.3945596209827993,0.4805850746950793,13
0.4383714554412298,0.4805850746950793,13
0.43243031400304327,0.4805850746950793,13
0.4465015204209931,0.4805850746950793,13
0.4561948797557896,0.4805850746950793,13
0.45713254492427924,0.4805850746950793,13
0.4565069157377357,0.4805850746950793,13
0.4652626099040426,0.4805850746950793,13
0.46745153344561924,0.4805850746950793,13
0.469640456987196,0.4805850746950793,13
0.4696404569871959,0.4805850746950793,13
0.4696404569871959,0.4805850746950793,10
0.4674515334456192,0.4805850746950793,13
0.4740183040703494,0.4805850746950793,13
0.4783961511535028,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13
0.48058507469507944,0.4805850746950793,13

Run 5
0.07796479179710637,0.6128271879295885,15
0.3632563943615087,0.6128271879295885,12
0.4411376247879138,0.6128271879295885,11
0.5564955796732901,0.6128271879295885,11
0.5687173193288061,0.6128271879295885,11
0.6074123087560425,0.6128271879295885,11
0.6074123087560425,0.6128271879295885,12
0.6074123087560425,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11
0.6128271879295882,0.6128271879295885,11

Run 6
0.06608991935087215,0.7366000569956654,11
0.5719007859217987,0.7366000569956654,11
0.6633592945436492,0.7366000569956654,11
0.6992975874436181,0.7366000569956654,11
0.7024061265729554,0.7366000569956654,11
0.696189048314281,0.7366000569956654,11
0.7055146657022926,0.7366000569956654,11
0.717948822219642,0.7366000569956654,11
0.7334915178663285,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
0.7366000569956658,0.7366000569956654,11
